"team_id","team_name","state_from","Win","Draw","Loss","n_from_state"
51,"Brighton","(-2,T4)",0.0249609984399376,0.093603744149766,0.881435257410296,5
51,"Brighton","(-1,T4)",0.062402496099844,0.234009360374415,0.703588143525741,13
51,"Brighton","(0,T4)",0.190327613104524,0.713728549141966,0.0959438377535101,16
51,"Brighton","(+1,T4)",0.730109204368175,0.237909516380655,0.0319812792511701,12
51,"Brighton","(+2,T4)",1,0,0,5
52,"Crystal Palace","(-2,T1)",0,0,0,NA
52,"Crystal Palace","(-1,T1)",0.0840976828017439,0.136723669680213,0.779178647518043,2
52,"Crystal Palace","(0,T1)",0.333333333333333,0.3,0.366666666666667,30
52,"Crystal Palace","(+1,T1)",0.564668595023176,0.231997081805422,0.203334323171402,7
52,"Crystal Palace","(+2,T1)",0,0,0,NA
52,"Crystal Palace","(-2,T2)",0.0103664488999024,0.0291619734174364,0.960471577682661,4
52,"Crystal Palace","(-1,T2)",0.0840976828017439,0.136723669680213,0.779178647518043,9
52,"Crystal Palace","(0,T2)",0.279958308058775,0.338217766095315,0.38182392584591,30
52,"Crystal Palace","(+1,T2)",0.564668595023176,0.231997081805422,0.203334323171402,15
52,"Crystal Palace","(+2,T2)",0.854889531674392,0.0773323606018072,0.0677781077238007,3
52,"Crystal Palace","(-2,T3)",0.0103664488999024,0.0291619734174364,0.960471577682661,5
52,"Crystal Palace","(-1,T3)",0.0414657955996095,0.116647893669745,0.841886310730645,9
52,"Crystal Palace","(0,T3)",0.241086581061801,0.472842982653751,0.286070436284449,17
52,"Crystal Palace","(+1,T3)",0.789130434782609,0.176086956521739,0.0347826086956522,8
52,"Crystal Palace","(+2,T3)",1,0,0,4
52,"Crystal Palace","(-2,T4)",0,0,1,8
52,"Crystal Palace","(-1,T4)",0.0173913043478261,0.0782608695652174,0.904347826086957,9
52,"Crystal Palace","(0,T4)",0.156521739130435,0.704347826086956,0.139130434782609,14
52,"Crystal Palace","(+1,T4)",0.718840579710145,0.234782608695652,0.0463768115942029,9
52,"Crystal Palace","(+2,T4)",1,0,0,5
55,"Brentford","(-2,T1)",0,0,0,NA
55,"Brentford","(-1,T1)",0.11353816442371,0.118564660725048,0.767897174851242,10
55,"Brentford","(0,T1)",0.419354838709677,0.225806451612903,0.354838709677419,31
55,"Brentford","(+1,T1)",0.72176601948401,0.189536070474808,0.0886979100411824,11
55,"Brentford","(+2,T1)",0.78120245769468,0.149371218535677,0.0694263237696423,2
55,"Brentford","(-2,T2)",0,0,1,6
55,"Brentford","(-1,T2)",0.11353816442371,0.118564660725048,0.767897174851242,11
55,"Brentford","(0,T2)",0.422450741902073,0.356272062545586,0.221277195552341,15
55,"Brentford","(+1,T2)",0.708557922103861,0.198461593127948,0.0929804847681913,16
55,"Brentford","(+2,T2)",0.840638895905351,0.109206366596547,0.0501547374981022,10
55,"Brentford","(-2,T3)",0,0,1,5
55,"Brentford","(-1,T3)",0.101004581214165,0.147916785721089,0.751078633064747,5
55,"Brentford","(0,T3)",0.338899127569194,0.443166990494695,0.217933881936111,13
55,"Brentford","(+1,T3)",0.698758976703431,0.212978836885917,0.088262186410652,11
55,"Brentford","(+2,T3)",0.97271986970684,0.0199511400651466,0.00732899022801303,7
55,"Brentford","(-2,T4)",0,0,1,9
55,"Brentford","(-1,T4)",0.0415309446254072,0.0741042345276873,0.884364820846905,7
55,"Brentford","(0,T4)",0.29071661237785,0.518729641693811,0.190553745928339,16
55,"Brentford","(+1,T4)",0.754478827361563,0.179560260586319,0.0659609120521173,15
55,"Brentford","(+2,T4)",0.97271986970684,0.0199511400651466,0.00732899022801303,12
63,"Leeds","(-2,T1)",0.0254241817487212,0.127154352341256,0.847421465910023,1
63,"Leeds","(-1,T1)",0.0738006772334663,0.270888820187253,0.655310502579281,9
63,"Leeds","(0,T1)",0.225806451612903,0.387096774193548,0.387096774193548,32
63,"Leeds","(+1,T1)",0.555939999540628,0.280070628116675,0.163989372342697,6
63,"Leeds","(+2,T1)",0.814433067165767,0.134799640720792,0.0507672921134408,2
63,"Leeds","(-2,T2)",0.0254241817487212,0.127154352341256,0.847421465910023,7
63,"Leeds","(-1,T2)",0.0798477391690595,0.288855628668002,0.631296632162938,13
63,"Leeds","(0,T2)",0.189762374074585,0.486392566106366,0.323845059819049,24
63,"Leeds","(+1,T2)",0.493655803766443,0.341242571021639,0.165101625211918,10
63,"Leeds","(+2,T2)",0.814433067165767,0.134799640720792,0.0507672921134408,7
63,"Leeds","(-2,T3)",0.0118182923936366,0.0867290332595695,0.901452674346794,8
63,"Leeds","(-1,T3)",0.0354548771809099,0.260187099778709,0.704358023040381,11
63,"Leeds","(0,T3)",0.0909265141796526,0.605038831839353,0.304034653980994,18
63,"Leeds","(+1,T3)",0.480992928485844,0.387212272433728,0.131794799080428,5
63,"Leeds","(+2,T3)",0.894627383015598,0.0831889081455806,0.0221837088388215,5
63,"Leeds","(-2,T4)",0,0,1,7
63,"Leeds","(-1,T4)",0.0155979202772964,0.145580589254766,0.838821490467938,10
63,"Leeds","(0,T4)",0.0779896013864818,0.72790294627383,0.194107452339688,19
63,"Leeds","(+1,T4)",0.47313691507799,0.415944540727903,0.110918544194107,7
63,"Leeds","(+2,T4)",0.894627383015598,0.0831889081455806,0.0221837088388215,8
